Filename,Emotional_Intensity,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,Emotion
03-01-01-01-01-01-01.wav,01,-697.7926,54.89004,0.6634656,12.435786,7.7339506,0.5307504,-3.216631,-3.1593943,-10.977551,-2.848711,0.8152974,-3.037067,1.9554465,19.06341554722462,11.111397873719124,14.831702631461422,14.064220151476475,14.783035783788879,16.763103539763712,45.346245819984034,0.65504473,0.6107409,0.56857884,0.57231134,0.5553723,0.5292927,0.5870647,0.63835496,0.6429177,0.60642225,0.6101092,0.60403866,neutral
03-01-01-01-01-02-01.wav,01,-692.8558,55.363895,-1.5483195,16.038307,8.81881,-0.14658625,-1.3733917,-5.29318,-11.623182,-1.3482838,0.8437146,-2.6412783,1.0172498,19.701801331839423,12.058813539363118,15.653537765378998,14.88492348397965,15.124800354552406,16.8430684001181,44.91822683798229,0.5984626,0.6235729,0.58694047,0.5343608,0.5340769,0.5540823,0.4952445,0.5469142,0.5820278,0.6303775,0.62802523,0.62193036,neutral
03-01-01-01-02-01-01.wav,01,-691.5879,58.024662,0.15946452,13.62465,5.374112,1.1623365,-2.0833597,-5.3825846,-10.332824,-3.6620808,0.5606006,-2.8382254,1.8347855,18.740107403548894,12.186304727721637,14.840007538126176,14.242441910326338,15.348363981028596,16.694573902359163,45.031481286773,0.635685,0.6447058,0.5812131,0.5954987,0.5853207,0.5324217,0.5213797,0.57995677,0.63943684,0.6400141,0.56352216,0.5635116,neutral
03-01-01-01-02-02-01.wav,01,-685.10547,55.87942,2.783262,13.252023,6.989669,2.9812741,-1.5860289,-6.961661,-10.348489,-3.270769,1.1761653,-1.4986562,0.5515501,20.502031559169644,11.648422517109664,15.591367037422913,15.362148799740615,15.282212103939878,16.0670504073455,44.11910988753176,0.62364393,0.5764289,0.518052,0.5232118,0.5916835,0.59026736,0.53603685,0.5876881,0.60980433,0.5587803,0.56649554,0.5914735,neutral
03-01-02-01-01-01-01.wav,01,-727.1044,62.355034,3.121181,15.064671,8.132434,1.927084,-3.2746565,-3.7617917,-9.7502985,-4.853837,0.99631566,-3.1160698,0.5463206,18.376673247128416,11.215313156180109,15.081763427157853,14.201858751084698,15.56487403217126,16.21582456828964,44.60749621680253,0.51502454,0.5645784,0.5858784,0.5540356,0.5314378,0.5373436,0.5012461,0.55344224,0.5747161,0.6175553,0.65300196,0.5507599,calm
03-01-02-01-01-02-01.wav,01,-707.3582,66.736465,2.2534888,11.169916,9.742079,1.0580919,-4.426185,-4.6836147,-8.313273,-4.8136663,1.7525574,-2.3765423,-0.20691945,19.74382450736075,12.351213792149755,15.439807013973669,13.888541753799505,15.15403409510502,15.790773123542959,44.78416608321787,0.5861095,0.5739955,0.61264384,0.6442676,0.5618524,0.57124555,0.62026167,0.6233336,0.60019153,0.5804579,0.59599,0.55955845,calm
03-01-02-01-02-01-01.wav,01,-697.16614,65.1082,0.93036807,13.633627,5.959596,2.89507,-1.3418186,-4.7757535,-8.671515,-4.5529985,1.9706045,-1.6276461,1.4267263,21.023054595358968,12.435240042540693,15.521538012842264,14.725753807635755,16.076705700767068,16.75739446906087,45.32846412817109,0.5424405,0.5693346,0.5741543,0.58633816,0.5717354,0.54082775,0.52039486,0.5651054,0.57895774,0.5792607,0.59452325,0.581909,calm
03-01-02-01-02-02-01.wav,01,-698.6377,68.698586,1.1003666,13.685944,8.338752,2.0671213,-0.61679053,-5.732325,-7.861324,-4.411918,1.0114723,-1.7058651,1.5934341,21.559170819474076,12.50621694527418,16.057902476729776,14.56397837531958,15.619223981236313,16.19478638456513,45.21438233107081,0.5277181,0.54203266,0.5665837,0.55683255,0.53077644,0.51670563,0.5171041,0.56918865,0.594047,0.62058747,0.60322315,0.60736984,calm
03-01-02-02-01-01-01.wav,02,-734.1256,70.53291,4.2251797,13.866501,9.276525,1.8420299,-3.7091064,-2.8845077,-6.3325033,-4.483915,2.0064912,-0.029675197,-0.17859086,20.336647909243492,11.752679128434897,15.228864552918528,14.345492000180354,15.74495177684708,15.909933821211478,44.897591633903765,0.52014244,0.57341826,0.5899195,0.6024056,0.6096545,0.6122041,0.62904966,0.68472266,0.598937,0.52492714,0.56346315,0.5661339,calm
03-01-02-02-01-02-01.wav,02,-697.8223,67.33959,-0.4495511,11.884349,6.899115,0.5723886,-4.5503764,-6.025094,-7.9348655,-4.8724413,2.6747522,-1.4644698,-1.1086315,19.31378805845301,12.191548843572958,14.7317089368233,14.417100439931884,16.171939241546653,16.418308532403124,45.48851102414406,0.5599574,0.55632144,0.5331117,0.5993243,0.56061035,0.54839164,0.5763973,0.63267183,0.604947,0.5495415,0.53788716,0.5306468,calm
03-01-02-02-02-01-01.wav,02,-704.5413,68.82944,4.7289543,11.950599,5.6388826,5.8340936,-4.8624907,-4.862799,-8.308453,-4.8761907,2.3179216,1.222751,0.5954947,21.74592999025027,13.198613590374,15.738751279904905,15.183141250911913,16.49738342275029,16.22177578362953,44.77170919817199,0.49778455,0.5520676,0.5046316,0.4770167,0.47272933,0.4426247,0.46608505,0.47446018,0.48974144,0.5681657,0.681936,0.53782743,calm
03-01-02-02-02-02-01.wav,02,-690.9957,65.29337,-3.5145001,14.551637,6.7378373,2.951479,-4.3670077,-8.268066,-9.742737,-3.7135794,3.773647,-0.95878893,-0.26622158,20.709815643786275,12.269705023358238,14.950284918902037,15.256242477407065,15.884105956712833,16.498409679434484,44.588947667330224,0.49763995,0.5857919,0.5783518,0.5595617,0.5343676,0.5566024,0.5590821,0.56484365,0.52102625,0.51998717,0.53597856,0.46781966,calm
03-01-03-01-01-01-01.wav,01,-645.95465,63.1167,-4.3889437,12.588352,4.241157,-2.902262,-5.6718726,-6.6233635,-11.532383,-2.3804142,-1.2910125,-6.802653,1.1827937,20.380852933744617,13.121355773537719,15.758932557039156,14.589387766006753,15.62372644107405,17.930440332732555,45.51778650308647,0.60998416,0.64042497,0.5713336,0.5627242,0.58913946,0.5964921,0.51583487,0.5297948,0.543823,0.51957905,0.53242147,0.5996955,happy
03-01-03-01-01-02-01.wav,01,-631.407,62.999477,-5.8192096,15.460055,6.526638,-1.588887,-6.5974174,-4.806329,-13.677246,-1.3645011,0.13336664,-6.366865,3.405448,20.353469997998413,12.867799763746099,16.091653178089267,14.900506386469848,15.766091234054205,18.173023049682232,44.987644152260444,0.60841805,0.61303854,0.5604459,0.581893,0.56589794,0.5605832,0.4998456,0.5119138,0.503511,0.51010567,0.57989997,0.6164543,happy
03-01-03-01-02-01-01.wav,01,-656.2289,62.20653,-2.3432078,12.91607,1.8241278,-0.17071338,-5.6699905,-7.286775,-13.776975,-3.3122015,2.3617582,-7.0014296,1.9307778,19.767027910559673,13.092919025766454,15.798042978295248,15.330183461826035,16.246888410249777,17.238507375695118,44.71127491251951,0.54838336,0.56792307,0.55904734,0.489318,0.4524739,0.45863417,0.4828744,0.57197183,0.57322913,0.56021583,0.6134478,0.5628823,happy
03-01-03-01-02-02-01.wav,01,-652.70056,57.02253,0.41844004,18.289316,2.6309884,0.41835564,-2.5292726,-6.284705,-13.434198,-3.6181445,0.6169872,-4.589428,2.576322,21.525136621219804,12.935548435692676,15.910560603875075,15.163830826303165,16.373661182717957,18.017439533393464,45.065033598428975,0.54115057,0.55656266,0.5635255,0.5411669,0.44684544,0.4563055,0.44686526,0.47839007,0.53097165,0.5159117,0.5823945,0.6303737,happy
03-01-03-02-01-01-01.wav,02,-596.5581,49.15078,-5.9865155,5.6085687,-1.2716353,-1.2067615,-12.03728,-8.81426,-11.101424,-8.968307,-0.68170965,-7.0525784,-1.9013768,20.147455049807093,13.791155673734574,16.174382996974714,15.96752041338395,16.93274475272197,16.6131520570335,45.11642865579078,0.44090042,0.52091163,0.563462,0.47547275,0.5142125,0.54349166,0.5433811,0.5131038,0.43104962,0.41700658,0.52199936,0.48820117,happy
03-01-03-02-01-02-01.wav,02,-559.92334,54.875935,-11.518561,5.4953065,2.415871,-1.8642917,-11.111781,-7.596749,-14.508148,-7.4336433,3.2631526,-7.886473,-1.6498952,20.42736805008101,13.606702547997553,16.100200258452666,16.562027074190297,17.15729399842016,17.796624884055174,45.082865839877535,0.4326867,0.50406945,0.45587954,0.44023824,0.49942893,0.5637111,0.5232072,0.5630479,0.5645581,0.4625212,0.43685174,0.39663136,happy
03-01-03-02-02-01-01.wav,02,-517.75696,48.02012,-10.22142,7.8318195,-0.17214894,-2.173067,-10.422513,-9.233612,-17.878963,-4.913381,0.0017014447,-9.143923,0.118756056,22.962374291022368,14.6932035238436,17.129679984512023,16.370815412473277,16.932505069713187,18.353425452563503,45.578992188737196,0.41989934,0.43354228,0.41375774,0.4542553,0.49156436,0.5584875,0.48997062,0.52523816,0.52367604,0.4490142,0.46543583,0.44057214,happy
03-01-03-02-02-02-01.wav,02,-539.19855,49.672794,-8.996246,6.914048,-1.1240022,-3.3295472,-9.793234,-9.628174,-17.208342,-7.140059,-1.7678515,-7.01247,-0.28077114,23.440793689463316,14.217795305661786,17.315129465939474,16.200351901860795,16.287024670680157,17.923622565632225,45.03350704898468,0.4957799,0.4799313,0.48439282,0.48887926,0.54449034,0.52605045,0.498461,0.5506098,0.520712,0.4412792,0.47645417,0.50884724,happy
